כתובת,מהות הבקשה,pdf_url,תאריך,date_parsed,row_id,pdf_status,תאריך_הדפסה,מתאריך,עד_תאריך,שם_בעל_הרישיון,סיבת_הבקשה,סיבה_מילולית,ישוב,רחוב,מס,גוש,חלקה,מיני_עצים,מספרי_עצים,מספר_מינים_שחולצו
הרצל 234,כריתה,https://www.rehovot.muni.il/uploads/n/1750687511.9621.pdf,02/11/25-02/07/25,2025-07-02,הרצל 234|כריתה|https://www.rehovot.muni.il/uploads/n/1750687511.9621.pdf|02/11/25-02/07/25,http_200,18/06/2025,02/07/2025,02/11/2025,מכון ויצמן למדע,מחלת עץ,ניזוק מחדקונית הדקל,רחובות,הרצל,234,,,תמר קנרי,1,1
ארתור רופין 17,העתקה,https://www.rehovot.muni.il/uploads/n/1655101705.5815.pdf,27/06/22-27/06/25,2025-06-27,ארתור רופין 17|העתקה|https://www.rehovot.muni.il/uploads/n/1655101705.5815.pdf|27/06/22-27/06/25,http_200_no_text,,,,,,,,,,,,,,
ארתור רופין 17,כריתה,https://www.rehovot.muni.il/uploads/n/1655101681.1314.pdf,27/06/22-27/06/25,2025-06-27,ארתור רופין 17|כריתה|https://www.rehovot.muni.il/uploads/n/1655101681.1314.pdf|27/06/22-27/06/25,http_200_no_text,,,,,,,,,,,,,,
הנשיא הראשון 4,כריתה,https://www.rehovot.muni.il/uploads/n/1654516040.5630.pdf,20/06/22-20/06/25,2025-06-20,הנשיא הראשון 4|כריתה|https://www.rehovot.muni.il/uploads/n/1654516040.5630.pdf|20/06/22-20/06/25,http_200_no_text,,,,,,,,,,,,,,
הנשיא הראשון 4,העתקה,https://www.rehovot.muni.il/uploads/n/1654516075.2924.pdf,20/06/22-20/06/25,2025-06-20,הנשיא הראשון 4|העתקה|https://www.rehovot.muni.il/uploads/n/1654516075.2924.pdf|20/06/22-20/06/25,http_200_no_text,,,,,,,,,,,,,,
הרצל 234,כריתה,https://www.rehovot.muni.il/uploads/n/1740294603.2586.pdf,19/02/25-19/06/25,2025-06-19,הרצל 234|כריתה|https://www.rehovot.muni.il/uploads/n/1740294603.2586.pdf|19/02/25-19/06/25,http_200_no_text,,,,,,,,,,,,,,
דר הרמן מאאס,כריתה,https://www.rehovot.muni.il/uploads/n/1748939193.3788.pdf,17/10/25-17/06/25,2025-06-17,דר הרמן מאאס|כריתה|https://www.rehovot.muni.il/uploads/n/1748939193.3788.pdf|17/10/25-17/06/25,http_200,03/06/2025,17/06/2025,17/10/2025,עיריית רחובות,עץ מת,עץ יבש,רחובות,"ד""ר הרמן מאאס",,3699,243,פנסית דו-נוצתית,1,1
יוסף בוסל 30,כריתה,https://www.rehovot.muni.il/uploads/n/1748433482.5388.pdf,11/10/25-11/06/25,2025-06-11,יוסף בוסל 30|כריתה|https://www.rehovot.muni.il/uploads/n/1748433482.5388.pdf|11/10/25-11/06/25,http_200,28/05/2025,11/06/2025,11/10/2025,מרים קורנביים,אחר,התפתח בצמוד למבנה קיים,רחובות,יוסף בוסל,30,,198,פיקוס בנגלי,1,1
חיים וייצמן,כריתה,https://www.rehovot.muni.il/uploads/n/1748501042.9101.pdf,10/10/25-10/06/25,2025-06-10,חיים וייצמן|כריתה|https://www.rehovot.muni.il/uploads/n/1748501042.9101.pdf|10/10/25-10/06/25,http_200,27/05/2025,10/06/25,10/10/25,עיריית רחובות,עץ מת,עץ יבש,רחובות,חיים ויצמן,,3703,159,סיגלון עלה-מימוזה,1,1
קקל,כריתה,https://www.rehovot.muni.il/uploads/n/1748242519.2296.pdf,09/10/25-09/06/25,2025-06-09,קקל|כריתה|https://www.rehovot.muni.il/uploads/n/1748242519.2296.pdf|09/10/25-09/06/25,http_200,26/05/2025,09/06/25,09/10/25,עיריית רחובות,עץ מת,עץ יבש,רחובות,"קק""ל",,,147,ברכיכיטון אדרי,1,1
אביבה ומתתיהו לוסטרניק,כריתה,https://www.rehovot.muni.il/uploads/n/1748255941.4507.pdf,09/10/25-09/06/25,2025-06-09,אביבה ומתתיהו לוסטרניק|כריתה|https://www.rehovot.muni.il/uploads/n/1748255941.4507.pdf|09/10/25-09/06/25,http_200,26/05/2025,09/06/25,09/10/25,עיריית רחובות,עץ מת,עץ מנוון,רחובות,אביבה ומתתיהו לוסטרניק,,,243,סיגלון עלה-מימוזה,1,1
אשל,כריתה,https://www.rehovot.muni.il/uploads/n/1748242437.7373.pdf,08/10/25-08/06/25,2025-06-08,אשל|כריתה|https://www.rehovot.muni.il/uploads/n/1748242437.7373.pdf|08/10/25-08/06/25,http_200,25/05/2025,08/06/25,08/10/25,עיריית רחובות,עץ מת,עץ יבש,רחובות,אשל,,,102,בוהיניה מגוונת,1,1
ארתור רופין 17,כריתה,https://www.rehovot.muni.il/uploads/n/1653306569.9387.pdf,06/06/22-06/06/25,2025-06-06,ארתור רופין 17|כריתה|https://www.rehovot.muni.il/uploads/n/1653306569.9387.pdf|06/06/22-06/06/25,http_200_no_text,,,,,,,,,,,,,,
מנוחה ונחלה 58 ביהס דה שליט,כריתה,https://www.rehovot.muni.il/uploads/n/1748515334.1429.pdf,29/09/25-29/05/25,2025-05-29,מנוחה ונחלה 58 ביהס דה שליט|כריתה|https://www.rehovot.muni.il/uploads/n/1748515334.1429.pdf|29/09/25-29/05/25,http_200_no_text,,,,,,,,,,,,,,
משה שרת,כריתה,https://www.rehovot.muni.il/uploads/n/1736937086.5316.pdf,29/01/25-29/05/25,2025-05-29,משה שרת|כריתה|https://www.rehovot.muni.il/uploads/n/1736937086.5316.pdf|29/01/25-29/05/25,http_200,15/01/2025,29/01/25,29/05/25,עיריית רחובות,עץ מת,עץ יבש,רחובות,משה שרת,,4536,90,סיסם הודי,1,1
אהרון מרשוב,כריתה,https://www.rehovot.muni.il/uploads/n/1736936918.8238.pdf,29/01/25-29/05/25,2025-05-29,אהרון מרשוב|כריתה|https://www.rehovot.muni.il/uploads/n/1736936918.8238.pdf|29/01/25-29/05/25,http_200,15/01/2025,29/01/25,29/05/25,עיריית רחובות,מחלת עץ,עצים מנוונים בחצר גן ילדים,רחובות,אהרון מרשוב,6,3702,372,ברוש מצוי,3,1
קלמן ביאלר,כריתה,https://www.rehovot.muni.il/uploads/n/1736936762.4116.pdf,29/01/25-29/05/25,2025-05-29,קלמן ביאלר|כריתה|https://www.rehovot.muni.il/uploads/n/1736936762.4116.pdf|29/01/25-29/05/25,http_200,15/01/2025,29/01/25,29/05/25,עיריית רחובות,עץ מת,עץ יבש,רחובות,קלמן ביאלר,,3697,468,סיגלון עלה-מימוזה,1,1
יהודה גורודסקי,כריתה,https://www.rehovot.muni.il/uploads/n/1736318523.1137.pdf,21/01/25-21/05/25,2025-05-21,יהודה גורודסקי|כריתה|https://www.rehovot.muni.il/uploads/n/1736318523.1137.pdf|21/01/25-21/05/25,http_200,07/01/2025,21/01/25,21/05/25,חברת קדישא רחובות,אחר,גורם נזק למצבות קברים,רחובות,יהודה גורודסקי,,3693,29,אראוקריה רמה,1,1
שלום עותמי 19,כריתה,https://www.rehovot.muni.il/uploads/n/1640596088.3543.pdf,10/01/22-20/05/25,2025-05-20,שלום עותמי 19|כריתה|https://www.rehovot.muni.il/uploads/n/1640596088.3543.pdf|10/01/22-20/05/25,http_200_no_text,,,,,,,,,,,,,,
הרצל 234,העתקה,https://www.rehovot.muni.il/uploads/n/1651496046.9831.pdf,16/05/22-16/05/25,2025-05-16,הרצל 234|העתקה|https://www.rehovot.muni.il/uploads/n/1651496046.9831.pdf|16/05/22-16/05/25,http_200_no_text,,,,,,,,,,,,,,
הרצל 234,כריתה,https://www.rehovot.muni.il/uploads/n/1651496037.3241.pdf,16/05/22-16/05/25,2025-05-16,הרצל 234|כריתה|https://www.rehovot.muni.il/uploads/n/1651496037.3241.pdf|16/05/22-16/05/25,http_200_no_text,,,,,,,,,,,,,,
הרצל 234,העתקה,https://www.rehovot.muni.il/uploads/n/1651397392.6548.pdf,15/05/22-15/05/25,2025-05-15,הרצל 234|העתקה|https://www.rehovot.muni.il/uploads/n/1651397392.6548.pdf|15/05/22-15/05/25,http_200_no_text,,,,,,,,,,,,,,
ישראל אהרוני 30,כריתה,https://www.rehovot.muni.il/uploads/n/1651397574.8552.pdf,15/05/22-15/05/25,2025-05-15,ישראל אהרוני 30|כריתה|https://www.rehovot.muni.il/uploads/n/1651397574.8552.pdf|15/05/22-15/05/25,http_200_no_text,,,,,,,,,,,,,,
הרצל 234,כריתה,https://www.rehovot.muni.il/uploads/n/1651397383.9174.pdf,15/05/22-15/05/25,2025-05-15,הרצל 234|כריתה|https://www.rehovot.muni.il/uploads/n/1651397383.9174.pdf|15/05/22-15/05/25,http_200_no_text,,,,,,,,,,,,,,
ברוך שפינוזה 9,כריתה,https://www.rehovot.muni.il/uploads/n/1651397518.7898.pdf,15/05/22-15/05/25,2025-05-15,ברוך שפינוזה 9|כריתה|https://www.rehovot.muni.il/uploads/n/1651397518.7898.pdf|15/05/22-15/05/25,http_200_no_text,,,,,,,,,,,,,,
החצב 7,כריתה,https://www.rehovot.muni.il/uploads/n/1651397457.4562.pdf,15/05/22-15/05/25,2025-05-15,החצב 7|כריתה|https://www.rehovot.muni.il/uploads/n/1651397457.4562.pdf|15/05/22-15/05/25,http_200_no_text,,,,,,,,,,,,,,
חיים הולצמן,כריתה,https://www.rehovot.muni.il/uploads/n/1745823937.6761.pdf,11/09/25-11/05/25,2025-05-11,חיים הולצמן|כריתה|https://www.rehovot.muni.il/uploads/n/1745823937.6761.pdf|11/09/25-11/05/25,http_200,27/04/2025,11/05/25,11/09/25,עיריית רחובות,עץ מת,עצים מנוונים,רחובות,חיים הולצמן,,3688,131,ברכיכיטון צפצפתי,2,1
הלל וחנן אופנהיימר,כריתה,https://www.rehovot.muni.il/uploads/n/1745493148.1374.pdf,08/09/25-08/05/25,2025-05-08,הלל וחנן אופנהיימר|כריתה|https://www.rehovot.muni.il/uploads/n/1745493148.1374.pdf|08/09/25-08/05/25,http_200,24/04/2025,08/05/25,08/09/25,עיריית רחובות,מחלת עץ,עץ מנוון,רחובות,הלל וחנן אופנהיימר,,3695,209,סיגלון עלה-מימוזה,1,1
המדע,כריתה,https://www.rehovot.muni.il/uploads/n/1745493093.5427.pdf,08/09/25-08/05/25,2025-05-08,המדע|כריתה|https://www.rehovot.muni.il/uploads/n/1745493093.5427.pdf|08/09/25-08/05/25,http_200,24/04/2025,08/05/25,08/09/25,עיריית רחובות,עץ מת,עץ מנוון,רחובות,המדע,,3695,208,סיגלון עלה-מימוזה,1,1
פרופ' א.ד ברגמן,כריתה,https://www.rehovot.muni.il/uploads/n/1745493044.2071.pdf,08/09/25-08/05/25,2025-05-08,פרופ' א.ד ברגמן|כריתה|https://www.rehovot.muni.il/uploads/n/1745493044.2071.pdf|08/09/25-08/05/25,http_200,24/04/2025,08/05/25,08/09/25,עיריית רחובות,עץ מת,עץ יבש,רחובות,פרופ 'א.ד ברגמן,,3695,208,ברכיכיטון צפצפתי,1,1
ש. בן ציון,כריתה,https://www.rehovot.muni.il/uploads/n/1734503989.9866.pdf,31/12/24-30/04/25,2025-04-30,ש. בן ציון|כריתה|https://www.rehovot.muni.il/uploads/n/1734503989.9866.pdf|31/12/24-30/04/25,http_200,17/12/2024,31/12/24,30/04/25,עיריית רחובות,עץ מת,עץ יבש,רחובות,ש .בן ציון,,,55,פנסית דו-נוצתית,1,1
הרצל - מתחם קימל מכון ויצמן למדע,כריתה,https://www.rehovot.muni.il/uploads/n/1649921851.3691.pdf,28/04/22-28/04/25,2025-04-28,הרצל - מתחם קימל מכון ויצמן למדע|כריתה|https://www.rehovot.muni.il/uploads/n/1649921851.3691.pdf|28/04/22-28/04/25,http_200_no_text,,,,,,,,,,,,,,
הרצל - מתחם קימל מכון ויצמן למדע,העתקה,https://www.rehovot.muni.il/uploads/n/1649922058.9495.pdf,28/04/22-28/04/25,2025-04-28,הרצל - מתחם קימל מכון ויצמן למדע|העתקה|https://www.rehovot.muni.il/uploads/n/1649922058.9495.pdf|28/04/22-28/04/25,http_200_no_text,,,,,,,,,,,,,,
הרצל - חניון הנדיב מכון ויצמן למדע,כריתה,https://www.rehovot.muni.il/uploads/n/1649922289.3628.pdf,28/04/22-28/04/25,2025-04-28,הרצל - חניון הנדיב מכון ויצמן למדע|כריתה|https://www.rehovot.muni.il/uploads/n/1649922289.3628.pdf|28/04/22-28/04/25,http_200_no_text,,,,,,,,,,,,,,
קולונל מרגולין 28,כריתה,https://www.rehovot.muni.il/uploads/n/1649761992.2274.pdf,26/04/22-26/04/25,2025-04-26,קולונל מרגולין 28|כריתה|https://www.rehovot.muni.il/uploads/n/1649761992.2274.pdf|26/04/22-26/04/25,http_200_no_text,,,,,,,,,,,,,,
העלייה,כריתה,https://www.rehovot.muni.il/uploads/n/1733899381.9653.pdf,24/12/24-24/04/25,2025-04-24,העלייה|כריתה|https://www.rehovot.muni.il/uploads/n/1733899381.9653.pdf|24/12/24-24/04/25,http_200,10/12/2024,24/12/24,24/04/25,עיריית רחובות,עץ מת,עץ יבש,רחובות,העלייה,,3659,34,סיגלון עלה-מימוזה,1,1
דרך הים,כריתה,https://www.rehovot.muni.il/uploads/n/1733900107.5558.pdf,24/12/24-24/04/25,2025-04-24,דרך הים|כריתה|https://www.rehovot.muni.il/uploads/n/1733900107.5558.pdf|24/12/24-24/04/25,http_200,10/12/2024,24/12/24,24/04/25,עיריית רחובות,עץ מת,עץ יבש,רחובות,דרך הים,,3652,142,אדר סורי,1,1
חפץ חיים,כריתה,https://www.rehovot.muni.il/uploads/n/1733899896.7311.pdf,24/12/24-24/04/25,2025-04-24,חפץ חיים|כריתה|https://www.rehovot.muni.il/uploads/n/1733899896.7311.pdf|24/12/24-24/04/25,http_200,10/12/2024,24/12/24,24/04/25,עיריית רחובות,עץ מת,עץ יבש,רחובות,חפץ חיים,,3700,611,חרוב מצוי,1,1
יגאל יחיא,כריתה,https://www.rehovot.muni.il/uploads/n/1745127139.8630.pdf,23/08/25-23/04/25,2025-04-23,יגאל יחיא|כריתה|https://www.rehovot.muni.il/uploads/n/1745127139.8630.pdf|23/08/25-23/04/25,http_200_no_text,,,,,,,,,,,,,,
תרן,כריתה,https://www.rehovot.muni.il/uploads/n/1744174835.7412.pdf,23/08/25-23/04/25,2025-04-23,תרן|כריתה|https://www.rehovot.muni.il/uploads/n/1744174835.7412.pdf|23/08/25-23/04/25,http_200,09/04/2025,23/04/25,23/08/25,עיריית רחובות,עץ מת,עץ יבש,רחובות,תרן,,3703,1061,סיסם הודי,1,1
חיים סירני,כריתה,https://www.rehovot.muni.il/uploads/n/1744174755.5988.pdf,23/08/25-23/04/25,2025-04-23,חיים סירני|כריתה|https://www.rehovot.muni.il/uploads/n/1744174755.5988.pdf|23/08/25-23/04/25,http_200,09/04/2025,23/04/25,23/08/25,עיריית רחובות,עץ מת,עץ יבש,רחובות,חיים סירני,,3694,326,ברכיכיטון אדרי,1,1
סירקין 2,כריתה,https://www.rehovot.muni.il/uploads/n/1744018005.8393.pdf,21/08/25-21/04/25,2025-04-21,סירקין 2|כריתה|https://www.rehovot.muni.il/uploads/n/1744018005.8393.pdf|21/08/25-21/04/25,http_200,07/04/2025,21/04/25,21/08/25,"מיו הלת 'בע""מ",בטיחות,נזק לבנוי-תחום מחייה מצומצם,רחובות,סירקין,2,,394,איקליפטוס המקור,1,1
חיים סירני 52,כריתה,https://www.rehovot.muni.il/uploads/n/1743918922.8652.pdf,17/08/25-17/04/25,2025-04-17,חיים סירני 52|כריתה|https://www.rehovot.muni.il/uploads/n/1743918922.8652.pdf|17/08/25-17/04/25,http_200,03/04/2025,17/04/25,17/08/25,עיריית רחובות,בטיחות,היצרות משמעותית בגזע,רחובות,חיים סירני52,,3694,320,תמר מצוי-דקל,2,1
דרך מנחם בגין,כריתה,https://www.rehovot.muni.il/uploads/n/1743918645.4664.pdf,17/08/25-17/04/25,2025-04-17,דרך מנחם בגין|כריתה|https://www.rehovot.muni.il/uploads/n/1743918645.4664.pdf|17/08/25-17/04/25,http_200,03/04/2025,17/04/25,17/08/25,עיריית רחובות,עץ מת,עץ מנוון,רחובות,דרך מנחם בגין,,3699,1,תמר מצוי-דקל,1,1
הסביון 15,כריתה,https://www.rehovot.muni.il/uploads/n/1743595954.1826.pdf,16/08/25-16/04/25,2025-04-16,הסביון 15|כריתה|https://www.rehovot.muni.il/uploads/n/1743595954.1826.pdf|16/08/25-16/04/25,http_200,02/04/2025,16/04/25,16/08/25,תומר טל,מחלת עץ,רקבון בגזע,רחובות,הסביון,15,,144,קריית הפקן,1,1
"בתיה מקוב 28,30",כריתה,https://www.rehovot.muni.il/uploads/n/1743596292.3626.pdf,16/08/25-16/04/25,2025-04-16,"בתיה מקוב 28,30|כריתה|https://www.rehovot.muni.il/uploads/n/1743596292.3626.pdf|16/08/25-16/04/25",http_200,02/04/2025,16/04/25,16/04/28,"י.ב ניר מגורי יוקרה בע""מ",בניה,בניין מגורים כולל חניון תת קרקעי,רחובות,בתיה מקוב,28,,"190,193-194","רימון מצוי
אראוקריה רמה
פיקוס אוזני
הדר התפוז
קריית הפקן
אזדרכת מצויה
ברוש מצוי
תות לבן
שסק יפני","1
1
1
1
1
7
12
2
2",9
"בתיה מקוב 28,30",העתקה,https://www.rehovot.muni.il/uploads/n/1743596247.8522.pdf,16/08/25-16/04/25,2025-04-16,"בתיה מקוב 28,30|העתקה|https://www.rehovot.muni.il/uploads/n/1743596247.8522.pdf|16/08/25-16/04/25",http_200,02/04/2025,16/04/25,16/04/28,"י.ב ניר מגורי יוקרה בע""מ",בניה,בניין מגורים כולל חניון תת קרקעי,רחובות,בתיה מקוב,28,,"190,193,194",פיקוס השדרות,2,1
המרד 13,כריתה,https://www.rehovot.muni.il/uploads/n/1743596089.9197.pdf,16/08/25-16/04/25,2025-04-16,המרד 13|כריתה|https://www.rehovot.muni.il/uploads/n/1743596089.9197.pdf|16/08/25-16/04/25,http_200,02/04/2025,16/04/25,16/08/25,מיכל זוהר,אחר,נזק לבנוי ולתשתיות,רחובות,המרד,13,,360,אראוקריה רמה,1,1
התחייה 6,כריתה,https://www.rehovot.muni.il/uploads/n/1648623783.1779.pdf,12/04/22-12/04/25,2025-04-12,התחייה 6|כריתה|https://www.rehovot.muni.il/uploads/n/1648623783.1779.pdf|12/04/22-12/04/25,http_200_no_text,,,,,,,,,,,,,,
חיים סירני 15,כריתה,https://www.rehovot.muni.il/uploads/n/1648623902.9303.pdf,12/04/22-12/04/25,2025-04-12,חיים סירני 15|כריתה|https://www.rehovot.muni.il/uploads/n/1648623902.9303.pdf|12/04/22-12/04/25,http_200_no_text,,,,,,,,,,,,,,
חיים סירני 15,העתקה,https://www.rehovot.muni.il/uploads/n/1648623868.5050.pdf,12/04/22-12/04/25,2025-04-12,חיים סירני 15|העתקה|https://www.rehovot.muni.il/uploads/n/1648623868.5050.pdf|12/04/22-12/04/25,http_200_no_text,,,,,,,,,,,,,,
גן רשי,כריתה,https://www.rehovot.muni.il/uploads/n/1744283525.4221.pdf,10/08/25-10/04/25,2025-04-10,גן רשי|כריתה|https://www.rehovot.muni.il/uploads/n/1744283525.4221.pdf|10/08/25-10/04/25,http_200_no_text,,,,,,,,,,,,,,
מכון ויצמן למדע הרצל 234 שכונת שמח,העתקה,https://www.rehovot.muni.il/uploads/n/1743071528.4176.pdf,10/08/25-10/04/25,2025-04-10,מכון ויצמן למדע הרצל 234 שכונת שמח|העתקה|https://www.rehovot.muni.il/uploads/n/1743071528.4176.pdf|10/08/25-10/04/25,http_200,27/03/2025,10/04/25,10/08/25,מכון ויצמן למדע,אחר,רגישות בריאותית(אלרגיה),רחובות,הרצל,234,,,קריית הפקן,4,1
חיים סירני 13,כריתה,https://www.rehovot.muni.il/uploads/n/1742886019.3906.pdf,08/08/25-08/04/25,2025-04-08,חיים סירני 13|כריתה|https://www.rehovot.muni.il/uploads/n/1742886019.3906.pdf|08/08/25-08/04/25,http_200,25/03/2025,08/04/25,08/08/25,אורלי שמעוני,בטיחות,רקבון משמעותי בגזע,רחובות,חיים סירני,13,,641,תות לבן,1,1
זכריה מדר,כריתה,https://www.rehovot.muni.il/uploads/n/1742886082.5552.pdf,08/08/25-08/04/25,2025-04-08,זכריה מדר|כריתה|https://www.rehovot.muni.il/uploads/n/1742886082.5552.pdf|08/08/25-08/04/25,http_200,25/03/2025,08/04/25,08/08/25,עיריית רחובות,בטיחות,נטוי-מפגע להולכי רגל במדרכה,רחובות,זכריה מדאר,,3698,401,בוהיניה מגוונת,1,1
